c68a6c5e-6f7f-4e5d-a07a-fc11e0edff05,Jabuka,13.8,10.4,0.2,0.3,52,36,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
06cb9a53-828a-486e-819d-bb88c90c14ad,Narandža,8.2,6.5,0.2,1,43,42,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
abbf9188-96d6-47c4-94d0-68200b1cf2c1,Višnja,11.4,11.3,0.3,0.8,50,22,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f5e045e5-3ae9-41f8-bf88-3fae289cbb1c,Trešnja,11.5,11.1,0.3,0.8,50,22,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
049b90a7-8fe2-4fc8-8c63-0cb9c3633d48,Malina,4.5,4.4,0.3,1.3,25,40,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
2cf4fd11-f32d-4878-a31f-8a3da8d60f46,Dinja,6.9,6.2,0.3,0.6,28,59,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
53a71a20-9446-43c6-b92a-5ae27e82552d,Lubenica,7.6,6.2,0.2,0.6,30,75,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
273f5065-c7b3-44e8-a059-0c5b70c45150,Borovnica,5,4.9,0.3,0.7,29,25,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9e183756-f22d-42e0-8b58-bf6890c2a747,Pšenično brašno,75,0.4,1,10,350,85,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f176eb4c-eb8d-453a-9d21-d9b2c2a4d56e,Raženo brašno,66.5,1,1.5,8.5,320,60,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
d7d42664-1a0a-4849-bbb5-1c1d7d7d4db3,Kukuruzno brašno,78,1.5,1.5,7.5,360,75,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
c4fe7680-1088-4854-833f-903f92d31759,Ječmeno brašno,68,0.8,1,9,330,65,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f6748689-2823-4bfb-ae86-eeec14326ac4,Ovseno brašno,66,0.4,7,13,420,40,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
e05134cb-ba38-47f2-a8f0-300d7823fc10,Kokosovo brašno,18,9,64,19,660,45,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
860cb1c4-9c97-4629-872a-961f2a3b4bf5,Bademovo brašno,19,4,54,21,610,25,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
16d1b3c6-9c7c-4a3d-a36e-78a9e83f5c35,Kikiriki brašno,30,3,45,30,550,35,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
38d6c739-f88f-4bfc-b56b-2f865f32c792,Proso brašno,65,0.4,1.5,10.5,330,70,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
7ac2b26d-5082-4bb4-bdd8-3a4ee7c5179c,Heljdino brašno,66,0.4,1.5,9.5,340,55,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
c31c9db3-85d8-4c78-a7b2-77ccf33e0376,Tapioka brašno,88,0.2,0.2,0.2,360,85,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
69b4c800-27a4-4e8e-b73f-f20d4cf25b30,Speltino brašno,62.9,0.4,1.6,14.6,342,46,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f953863b-8d6b-4c39-a693-31ad6d1f8db1,Kinoa brašno,65.7,0,2.5,15.5,369,53,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
71d9f067-8a94-49a7-9f50-19237fb93a60,Rižino brašno,80,0.3,0.3,7,360,68,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
4d2ab152-7771-426e-8795-5db2462ecf65,Soya brašno,33,6,18,36,430,15,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
5981ff17-eb1b-4f6b-837a-4baf101ac9fc,Kesten brašno,77,0.4,3,10,350,65,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
1f1806d4-7c8f-4ba7-8000-b853a572b6ad,Krompirovo brašno,87,0.4,0.2,1.5,360,85,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
4a77b184-6df8-4de4-b107-156d5e03f7e4,Integralno pšenično brašno,72.3,2,1.9,11,335,45,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
8f987674-f5bb-4fb5-a1a7-bd6ae5a6fe32,Kukuruzno ulje,0,0,100,0,900,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
191118c8-0ac0-4b89-8b6d-eb2e1704b5c1,Kokosovo ulje,0,0,100,0,890,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
fae229e0-c78f-40b3-b8b4-f8a9d1e58f70,Ulje od lanenog semena,0,0,100,0,884,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
93e191e8-bde4-482d-9a91-2769e28cfdf6,Ulje od susama,0,0,100,0,900,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
61c64102-8ba1-4f68-8a61-41e4b5be2c7e,Ulje od soje,0,0,100,0,900,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
dc27221d-3b18-4aa3-a8fc-0f560d1ed3f7,Ulje od bundeve,0,0,100,0,880,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
8a98f3f4-93aa-4d2a-8204-21fc314b9f09,Ulje od grožđa,0,0,100,0,900,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
6fc6e38a-38c2-49b9-b29d-71b2270c568d,Ulje od avokada,0,0,100,0,884,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
b8c16348-3b7a-4f5c-a5d0-3be239d19730,Mlečna čokolada,60.5,57,30.6,7.1,540,43,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
e1aebff6-761b-4979-b3c3-42d6668fd17e,Tamna čokolada,45.9,24.5,42.6,4.9,580,23,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
5d670369-f85e-4f19-a31b-601f1db56c4b,Bela čokolada,59.3,59.3,32.3,8.4,553,44,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
1b7f0e5a-498b-4d64-935a-17b2457b3c02,Crna čokolada,59.4,44,42.5,6.3,580,23,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
57d636d2-9c59-4d4c-b9d2-9c25a64b0a5a,Crna čokolada sa narandžom,54.7,43.4,36.5,5.9,550,21,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
44712926-23e4-4c5b-8b30-91bb3638d147,Crna čokolada sa mentom,51.2,35.6,36.9,6.7,535,19,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
d4e68dbf-f99f-46b0-b335-07d44c3076fc,Crna čokolada sa kafom,51,40,39,7,540,20,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
46fc1b6e-28ed-4e4f-82c3-c3e70dcd8c67,Crna čokolada sa bademom,51.7,41.5,39.3,7.5,545,20,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9f65ec58-8404-46bb-88e2-013ed3746fcf,Crna čokolada sa lešnikom,51.5,41,39,7,545,21,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
33b558b5-8d6f-458e-b024-bd0df7a7b643,Crna čokolada sa suvim grožđem,56,44,37,6,540,22,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9c2031e2-d2c6-4efb-b49f-6c3c11a31d4d,Pšenične pahuljice,63,0.7,1.1,12.5,353,67,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
d3c1e267-c7dc-456d-88b7-bad4447d9e7b,Ječmene pahuljice,65,1.5,1.3,11.5,351,55,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
7d4ed0cb-d128-43e2-a9d4-31e486d27b38,Ovsene pahuljice,58,1.1,7,13,379,55,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
53e42f36-9d84-4879-bb84-e4a7a8cb2fa1,Ražene pahuljice,67,1,1.5,8.5,343,35,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
e800b801-6b4f-46e1-b663-f2081c2a3616,Kukuruzne pahuljice,85,7.6,0.9,7.6,365,70,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
1f334ee4-21e7-44a4-8ab7-7d6c3987d6fb,Rižine pahuljice,78,0.5,0.4,7,356,80,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
08cfb139-60cd-4de9-96e0-180b1a30b57f,Heljdine pahuljice,62,0.5,1.5,13,358,50,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f2d98aa6-1e64-44f8-93f7-0090a9f17426,Kinoa pahuljice,60,2,15,15,400,35,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
10b26ac7-890b-4b7f-aa64-c8f5e775a7f4,Amarant pahuljice,60,1.5,8,15,380,40,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
88f04b34-36c3-431d-a4b6-9f396baf5c54,Proso pahuljice,70,2.5,1,11,362,65,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
78c8cfb5-9a56-494f-bfd4-4cb517bebd6f,Piletina,0,0,1.4,19.5,93,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
b88883c7-48d2-4b13-a15c-7ed9c47d82f3,Junetina,0,0,4.3,20.1,123,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9eb4d126-7e64-4b92-96e4-56ed7c9baf4e,Pileće belo meso,0,0,0.6,22.2,102,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
b28010d7-1712-4936-a0cf-5b06bc9c3148,Svinjsko meso,0,0,28.5,11.9,320,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
7a35e3e1-09a1-4c27-95f7-f526d13c5abf,Ćureće belo meso,0,0,0.4,21.8,100,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
c5c69b95-ec1f-4a79-816b-2eabedcb8d2d,Šampinjoni,3.3,2,0.3,3.1,22,10,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f5fd17cd-2f4b-4a18-8ad9-9c330056f5b7,Vrganj,3.3,0.8,1.4,2.6,30,10,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
6f90176f-15f4-447f-85c7-96d6978b00bf,Žuti lisičar,3.3,0.9,0.3,2.6,22,10,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9c05778d-74c6-46a5-a6e3-681a9ab3e295,Shiitake,5.7,2.3,0.5,2.2,34,10,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
c6b1f3de-0627-47cc-9686-b5cfe2643ed5,Reishi,6.7,1.3,0.4,1.6,33,10,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
7f6f6e9e-32b5-4e67-b05d-5ef3f63dd290,Pesto sos,3.2,0.3,42.2,7,431,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
9c9da583-0c3b-4b26-9f4e-06b02f50fe3c,Majonez,5.5,4,77,1.1,720,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
bc16e64a-7226-4a56-a6cd-d340b49907fb,Teriyaki sos,29,22,0,0.7,117,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
a0b2f62e-7c72-4034-b72d-1e83e3b390f2,Béarnaise sos,0.9,0.6,99,2,929,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
8e4266a3-06d3-438f-9d7a-9e22873ef77f,BBQ sos,42,40,0.3,0.7,172,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
f00cc308-416d-4a8c-a5ad-2f3281b2e584,Kečap,22.8,19,0.1,1.8,101,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
6f2c1f20-4a8f-4d39-8047-60bbf364ab78,Senf,5.7,2,6,5.7,132,0,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
8b0f2f02-89af-4cf0-ae35-15d496ef81c1,Spageti,25,0.9,0.6,5,124,42,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
2b3ecfb1-632d-40f2-907a-ba731cb5e26a,Fusili,27,1.1,1,5,130,55,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
431beeb1-5d9e-4b70-b9db-1ed025f23858,Pene,27,1,1,5,130,45,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
dc0d78ee-3621-4dbf-a16a-df7ac44eb4cd,Tagliatelle,25,0.9,0.6,5,124,50,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
7b05c5f0-b13c-4d79-8d34-14ad6906de6d,Ravioli,27,1.1,1,5,130,60,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
fd4ac9d3-0dd8-4e46-a3ad-57917b7ff308,Kisela pavlaka,3.2,3.2,20,3,205,30,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
1eef9d36-2f4f-44d8-aeed-63a46423c98b,Slag,10,10,32,2,320,40,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
8b3c7a17-1166-4953-8b6b-3e617e987381,Mascarpone,3,2,40,4,450,45,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
90a2be82-1b49-462d-ba8f-cb2b6a5a2596,Čokoladna krema,30,28,15,3,280,50,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
ce7f2bc3-92c6-4e8b-9530-5fc0d99e065d,Vanila krema,25,22,18,2,250,55,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
d14ac0bd-17bb-4b1c-804d-5d1fcbcf7c23,Grčki jogurt,3.6,3.6,10,10,146,35,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
b4e8d8d6-5c36-4e6d-ae78-78a8c720f20c,Urme,75,63.4,0.4,2,282,42,2024-04-04 17:38:39.434565+02,Nikola,2024-04-04 17:38:39.434565+02,Nikola
